ORAC KDLC/oracle.md3 3.0 0.0
OVOL BLANK.md3 3.0 0.0
PAGL PAGL/PAGL.md3 3.0 0.0
PAPERMARIO KDLC/KPMARIO.md3 3.0 0.0
PBOM KAOB/PBOM.md3 3.0 0.0
PCAR KDLC/PCAR.md3 3.0 0.0
PENGO KDLC/KPENGO.md3 3.0 0.0
PFRT KAOB/HFRT.md3 3.0 0.0
PINV OBJE/PINV.md3 1.5 0.0
PITA OBJE/MAGN.md3 3.0 0.0
PITY OBJE/PITY.md3 3.0 0.0
PPNO KDLC/KPEPPINO.md3 3.0 0.0
PLAY KAPL/KPLAY.md3 3.0 0.0
PLOK KDLC/KPLOK.md3 3.0 0.0
PNTY ENMY/PNTY.md3 3.0 0.0
POINTY KDLC/KPOINTY.md3 3.0 0.0
POPUKO KDLC/KPOP.md3 3.0 0.0
POSS ENMY/POSS.md3 3.0 0.0
PRUP OBJE/PRUP.md3 1.5 0.0
PTTV OBJE/PTTV.md3 1.5 0.0
Pizza KDLC/PIZZABOX.md3 3.0 0.0
QUES OBJE/QUES.md3 1.5 0.0
QUOTE KFCP/KQUOTE.md3 3.0 0.0
RAY KAPL/KRAY.md3 3.0 0.0
RBUZ ENMY/RBUZ.md3 3.0 0.0
REALA KDLC/KREALA.md3 3.0 0.0
RECY OBJE/RECY.md3 1.5 0.0
RETI KAOB/REDI.md3 3.0 0.0
RFRT KAOB/SFRT.md3 3.0 0.0
RINV OBJE/RINV.md3 3.0 0.0
RISTAR KDLC/KRISTAR.md3 3.0 0.0
RNDM KAOB/RNDM.md3 2.75 0.0
ROBIT KDLC/Robit.md3 3.2 0.0
ROBOSONIC CRMF/RBSC.md3 3.0 0.0
ROSY KDLC/KROSY.md3 3.0 0.0
ROUGE KAPL/KROUGE.md3 3.0 0.0
RRBX OBJE/RRBX.md3 1.5 0.0
RSHE KAOB/RSHE.md3 3.0 0.0
RSHE KAOB/RSHL.md3 3.0 0.0
RSPR OBJE/RSPR.md3 2.7 0.0
RYUKO KDLC/KKRUYO.md3 3.0 0.0
SAKURA KAPL/KSAKURA.md3 3.0 0.0
SAKURAK KAPL/KSAKURA.md3 3.0 0.0
SERVAL KDLC/KSERVAL.md3 3.0 0.0
SHAD KAOB/OSHD.md3 7.0 0.0
SHADOW KAPL/KSHADOW.md3 3.0 0.0
SHRP ENMY/SHRP.md3 3.0 0.0
SHTV OBJE/SHTV.md3 1.5 0.0
SIGN OBJE/SIGN.md3 3.0 0.0
SILVER KAPL/KSILVER.md3 3.0 0.0
SILVER-SONIC CRMF/KGGSS.md3 3.0 0.0
SILVER_SONIC CRMF/KMMKI.md3 3.0 0.0
SINON KDLC/KWOLFS.md3 3.0 0.0
SKIM ENMY/SKIM.md3 3.0 0.0
SMCE OBJE/SMCE.md3 3.0 0.0
SMKP KAOB/SMKP.md3 3.0 0.0
SNLR ENMY/SNLR.md3 2.0 0.0
SONIC KDLC/JUNIOKART.md3 3.0 0.0
SPBM KAOB/SPBM.md3 3.0 0.0
SPOS ENMY/SPOS.md3 3.0 0.0
SPRB OBJE/SPRB.md3 3.0 0.0
SPRG KAOB/SPRG.md3 2.7 0.0
SPRR OBJE/SPRR.md3 3.0 0.0
SPRY OBJE/SPRY.md3 3.0 0.0
SPSH ENMY/SPSH.md3 3.0 0.0
SPSP OBJE/SPRP.md3 3.0 0.0
SQUARE KDLC/KSQUARE.md3 3.0 0.0
SRB2MODERN CRMF/SASRS.md3 3.0 0.0
SRBX OBJE/SRBX.md3 1.5 0.0
SSHL ENMY/SSHL.md3 3.0 0.0
SSMA KDLC/KDMARIO.md3 3.0 0.0
SSMN KAOB/SSMN.md3 3.0 0.0
SSTR CRMF/SASRS.md3 3.0 0.0
STPT OBJE/STPT.md3 2.0 0.0
SUGO SUGO/SUGO.md2 3.0 0.0
SUKAPON KDLC/KJMFS.md3 3.0 0.0
SUPERSONIC KDLC/KSUPERS.md3 3.0 0.0
Scratch KDLC/KSCRTCH.md2 3.0 0.0
TAILS KAPL/KTAILS.md3 3.0 0.0
TCTV OBJE/TCTV.md3 1.5 0.0
THNS KAOB/THNS.md3 3.0 0.0
THOK OBJE/THOK.md3 3.0 0.0
THWP KAOB/THWP.md3 3.0 0.0
TIKAL KDLC/KTIKAL.md3 3.0 0.0
TNCA OBJE/SHED.md3 3.0 0.0
TNCN OBJE/SHED.md3 3.0 0.0
TOHRU KDLC/KTOHRU.md3 3.0 0.0
TOKE OBJE/TOKE.md3 3.0 0.0
TURR ENMY/TURR.md3 3.0 0.0
TURRET KDLC/TURRET.md3 3.0 0.0
ULALA KAPL/KULALA.md3 3.0 0.0
UNID ENMY/UNID.md3 3.0 0.0
VECTOR KAPL/KVECTOR.md3 3.0 0.0
VECTORMAN KDLC/KVMAN.md3 3.0 0.0
VLTR ENMY/VLTR.md3 2.8 0.0
VYSE KAPL/KVYSE.md3 3.0 0.0
WHTV OBJE/WHTV.md3 1.5 0.0
WIND OBJE/WIND.md3 3.0 0.0
WONDERBOY KAPL/KLIZARD.md3 3.0 0.0
YAHTZEEZP KDLC/KYAHTZEEZP.md3 3.0 0.0
YELW OBJE/THOK.md3 3.0 0.0
YIIK KDLC/YIIK.md3 3.0 0.0
YLTV OBJE/YLTV.md3 1.5 0.0
YOSHI KDLC/KYOSHI.md3 3.0 0.0
YSPR OBJE/YSPR.md3 2.7 0.0
announcement KDLC/CB_EGGMAN.md3 3.0 0.0
athf KDLC/aquateen.md3 3.0 0.0
bread KDLC/bread.md3 3.0 0.0
carl KDLC/carlcar.md3 3.0 0.0
classicKIRBY KDLC/KKIRBY.md3 3.0 0.0
dicsonic KDLC/dic_sonic.md3 3.0 0.0
ecco KDLC/ECCO.md3 3.0 0.0
hatkid KDLC/KCHATKID.md3 3.0 0.0
inklingfemale KDLC/KINKLINGGIRL.md3 3.0 0.0
joemusashi KDLC/KJMSSH.md3 3.0 0.0
majora KDLC/KMAJORA.md3 3.0 0.0
marioeluigi_re KDLC/KMAL.md3 3.0 0.0
mewtwo KDLC/MEWTWO.md3 3.0 0.0
neo KDLC/Neapolitan.md3 3.0 0.0
rabbid KDLC/rabbidkart.md3 3.0 0.0
shantae KDLC/KSHANTAE.md3 3.0 0.0
slds KDLC/SLDS.md3 3.0 0.0
smw-yoshi KDLC/KYOSHI.md3 3.0 0.0
kirby KDLC/warpstarkirby.md3 3.0 0.0
wheeliemotobug CRMF/KWBUG.md3 4.0 0.0
